CODIGO	DIAGNOSTIC
A91	FIEBRE DEL DENGUE HEMORRAGICO
A91X	FIEBRE DEL DENGUE HEMORRAGICO
A92	OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A920	ENFERMEDAD POR VIRUS CHIKUNGUNYA
A921	FIEBRE DE O'NYONG-NYONG
A922	FIEBRE EQUINA VENEZOLANA
A923	FIEBRE DEL OESTE DEL NILO
A924	FIEBRE DEL VALLE DEL RIFT
A928	OTRA FIEBRE VIRAL ESPECIFICADA TRANSMITIDA POR MOSQUITOS
A929	"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION"
A93	"OTRAS FIEBRES VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRA PARTE"
A930	ENFERMEDAD POR VIRUS DE OROPOUCHE
A931	FIEBRE TRANSMITIDA POR FLEBOTOMOS
A932	FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS
A938	OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS
A94	"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA"
A94X	"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA"
A95	FIEBRE AMARILLA
A950	FIEBRE AMARILLA SELVATICA
A951	FIEBRE AMARILLA URBANA
A959	"FIEBRE AMARILLA, NO ESPECIFICADA"
A96	FIEBRE HEMORRAGICA POR ARENAVIRUS
A960	FIEBRE HEMORRAGICA DE JUNIN
A961	FIEBRE HEMORRAGICA DE MACHUPO
A962	FIEBRE DE LASSA
A968	OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS
A969	"FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION"
A98	"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A980	FIEBRE HEMORRAGICA DE CRIMEA CONGO
A981	FIEBRE HEMORRAGICA DE OMSK
A982	ENFERMEDAD DE LA SELVA DE KYASANUR
A983	ENFERMEDAD POR EL VIRUS DE MARBURG
A984	ENFERMEDAD POR EL VIRUS DE EBOLA
A985	FIEBRES HEMORRAGICAS CON SINDROME RENAL
A988	OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS
A99	"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA"
A99X	"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA"
B00	INFECCIONES HERPETICAS >HERPES SIMPLE!
B000	ECZEMA HERPETICO
B001	DERMATITIS VESICULAR HERPETICA
B002	GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA
B003	MENINGITIS HERPETICA (G02.0*)
B004	ENCEFALITIS HERPETICA (G05.1*)
B005	OCULOPATIA HERPETICA
B007	ENFERMEDAD HERPETICA DISEMINADA
B008	OTRAS FORMAS DE INFECCIONES HERPETICAS
B009	"INFECCION DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA"
B01	VARICELA
B010	MENINGITIS DEBIDA A VARICELA (G02.0*)
B011	ENCEFALITIS DEBIDA A VARICELA (G05.1*)
B012	NEUMONIA DEBIDA A VARICELA (J17.1*)
B018	VARICELA CON OTRAS COMPLICACIONES
B019	VARICELA SIN COMPLICACIONES
B02	HERPES ZOSTER
B020	ENCEFALITIS DEBIDA A HERPES ZOSTER (G05.1*)
B021	MENINGITIS DEBIDA A HERPES ZOSTER (G02.0*)
B022	HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO
B023	HERPES ZOSTER OCULAR
B027	HERPES ZOSTER DISEMINADO
B028	HERPES ZOSTER CON OTRAS COMPLICACIONES
B029	HERPES ZOSTER SIN COMPLICACIONES
B03	VIRUELA
B03X	VIRUELA
B04	VIRUELA DE LOS MONOS
B04X	VIRUELA DE LOS MONOS
B05	SARAMPION
B050	SARAMPION COMPLICADO CON ENCEFALITIS (G05.1*)
B051	SARAMPION COMPLICADO CON MENINGITIS (G02.0*)
B052	SARAMPION COMPLICADO CON NEUMONIA (J17.1*)
B053	SARAMPION COMPLICADO CON OTITIS MEDIA (H67.1*)
B054	SARAMPION CON COMPLICACIONES INTESTINALES
B058	SARAMPION CON OTRAS COMPLICACIONES
B059	SARAMPION SIN COMPLICACIONES
B06	RUBEOLA >SARAMPION ALEMAN!
B060	RUBEOLA CON COMPLICACIONES NEUROLOGICAS
B068	RUBEOLA CON OTRAS COMPLICACIONES
B069	RUBEOLA SIN COMPLICACIONES
B07	VERRUGAS VIRICAS
B07X	VERRUGAS VIRICAS
B08	"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES CUTANEAS Y MEMBRANAS MUCOSAS, NO CLASIFICADAS"
B080	OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS
B081	MOLUSCO CONTAGIOSO
B082	EXANTEMA SUBITO >SEXTA ENFERMEDAD!
B083	ERITEMA INFECCIOSO >QUINTA ENFERMEDAD!
B084	ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA
B085	FARINGITIS VESICULAR ENTEROVIRICA
B088	"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y MEMBRANAS MUCOSAS"
B09	"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA PORLESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS"
B09X	"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA PORLESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS"
B15	HEPATITIS AGUDA TIPO A
B150	"HEPATITIS AGUDA TIPO A, CON COMA HEPATICO"
B159	"HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO"
B16	HEPATITIS AGUDA TIPO B
B160	"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), CON COMA HEPATICO"
B161	"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO"
B162	"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO"
B169	"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO"
B17	OTRAS HEPATITIS VIRALES AGUDAS
B170	INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN EL PORTADOR DE HEPATITIS B
B171	HEPATITIS AGUDA TIPO C
B172	HEPATITIS AGUDA TIPO E
B178	OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS
B18	HEPATITIS VIRAL CRONICA
B180	"HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA"
B181	"HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA"
B182	HEPATITIS VIRAL TIPO C CRONICA
B188	OTRAS HEPATITIS VIRALES CRONICAS
B189	"HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION"
B19	"HEPATITIS VIRAL, SIN OTRA ESPECIFICACION"
B190	HEPATITIS VIRAL NO ESPECIFICADA CON COMA
B199	HEPATITIS VIRAL NO ESPECIFICADA SIN COMA
B20	"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA >VIH!, RESULTANTE EN ENFERMEDADES INFECCIOSAS Y"
B200	"ENFERMEDAD POR VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS"
B201	"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS"
B202	"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS"
B203	"ENFERMEDAD POR VIH, RESUTANTE EN OTRAS INFECCIONES VIRALES"
B204	"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS"
B205	"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS"
B206	"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII"
B207	"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES"
B208	"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS"
B209	"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA"
B21	"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA >VIH!, RESULTANTE EN TUMORES MALIGNOS"
B210	"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI"
B211	"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT"
B212	"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN"
B213	"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJID"
B217	"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES"
B218	"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS"
B219	"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO  ESPECIFICADOS"
B22	"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA >VIH!, RESULTANTE EN OTRAS ENFERMEDADES ESPECIFI"
B220	"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA"
B221	"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL"
B222	"ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO"
B227	"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE"
B23	"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA >VIH!, RESULTANTE EN OTRAS AFECCIONES"
B230	SINDROME DE INFECCION AGUDA DEBIDA A VIH
B231	"ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE)"
B232	"ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OT"
B238	"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS"
B24	"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA >VIH!, SIN OTRA  ESPECIFICACION"
B24X	"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA >VIH!, SIN OTRA  ESPECIFICACION"
B25	ENFERMEDAD DEBIDA A VIRUS CITOMEGALICO
B250	NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*)
B251	HEPATITIS DEBIDA A VIRUS CITOMEGALICO (K77.0*)
B252	PANCREATITIS DEBIDA A VIRUS CITOMEGALICO (K87.1*)
B258	OTRA ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO
B259	"ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA"
B26	PAROTIDITIS INFECCIOSA
B260	ORQUITIS POR PAROTIDITIS (N51.1*)
B261	MENINGITIS POR PAROTIDITIS (G02.0*)
B262	ENCEFALITIS POR PAROTIDITIS (G05.1*)
B263	PANCREATITIS POR PAROTIDITIS (K87.1*)
B268	PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES
B269	"PAROTIDITIS, SIN COMPLICACIONES"
B27	MONONUCLEOSIS INFECCIOSA
B270	MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA
B271	MONONUCLEOSIS POR CITOMEGALOVIRUS
B278	OTRAS MONONUCLEOSIS INFECCIOSAS
B279	"MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA"
B30	CONJUNTIVITIS VIRAL
B300	QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*)
B301	CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*)
B302	FARINGOCONJUNTIVITIS VIRAL
B303	CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*)
B308	OTRAS CONJUNTIVITIS VIRALES (H13.1*)
B309	"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION"
B33	"OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRO PARTE"
B330	MIALGIA EPIDEMICA
B331	ENFERMEDAD DEL RIO ROSS
B332	CARDITIS VIRAL
B333	"INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE"
B338	OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B34	INFECCION VIRAL DE SITIO NO ESPECIFICADO
B340	"INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION"
B341	"INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION"
B342	"INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION"
B343	"INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION"
B344	"INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION"
B348	OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B349	"INFECCION VIRAL, NO ESPECIFICADA"
B35	DERMATOFITOSIS
B350	TI#A DE LA BARBA Y DEL CUERO CABELLUDO
B351	TI#A DE LAS U#AS
B352	TI#A DE LA MANO
B353	TI#A DE LOS PIES >TINEA PEDIS!
B354	TI#A DEL CUERPO >TINEA CORPORIS!
B355	TI#A IMBRICADA >TINEA IMBRICATA!
B356	TI#A INGUINAL >TINEA CRURIS!
B358	OTRAS DERMATOFITOSIS
B359	"DERMATOFITOSIS, NO ESPECIFICADA"
B36	OTRAS MICOSIS SUPERFICIALES
B360	PITIRIASIS VERSICOLOR
B361	TI#A NEGRA
B362	PIEDRA BLANCA
B363	PIEDRA NEGRA
B368	OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B369	"MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION"
B37	CANDIDIASIS
B370	ESTOMATITIS CANDIDIASICA
B371	CANDIDIASIS PULMONAR
B372	CANDIDIASIS DE LA PIEL Y LAS U#AS
B373	CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*)
B374	CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
B375	MENINGITIS DEBIDA A CANDIDA (G02.1*)
B376	ENDOCARDITIS DEBIDA A CANDIDA (I39.8*)
B377	SEPTICEMIA DEBIDA A CANDIDA
B378	CANDIDIASIS DE OTROS SITIOS
B379	"CANDIDIASIS, NO ESPECIFICADA"
B38	COCCIDIOIDOMICOSIS
B380	COCCIDIOIDOMICOSIS PULMONAR AGUDA
B381	COCCIDIOIDOMICOSIS PULMONAR CRONICA
B382	"COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION"
B383	COCCIDIOIDOMICOSIS CUTANEA
B384	MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS (G02.1*)
B387	COCCIDIOIDOMICOSIS DISEMINADA
B388	OTRAS FORMAS DE COCCIDIOIDOMICOSIS
B389	"COCCIDIOIDOMICOSIS, NO ESPECIFICADA"
B39	HISTOPLASMOSIS
B390	INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM
B391	INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM
B392	"INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION"
B393	INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM
B394	"HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACION"
B395	INFECCION DEBIDA A HISTOPLASMA DUBOISII
B399	"HISTOPLASMOSIS, NO ESPECIFICADA"
B40	BLASTOMICOSIS
B400	BLASTOMICOSIS PULMONAR AGUDA
B401	BLASTOMICOSIS PULMONAR CRONICA
B402	"BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACION"
B403	BLASTOMICOSIS CUTANEA
B407	BLASTOMICOSIS DISEMINADA
B408	OTRAS FORMAS DE BLASTOMICOSIS
B409	"BLASTOMICOSIS, NO ESPECIFICADA"
B41	PARACOCCIDIOIDOMICOSIS
B410	PARACOCCIDIOIDOMICOSIS PULMONAR
B417	PARACOCCIDIOIDOMICOSIS DISEMINADA
B418	OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS
B419	"PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA"
B42	ESPOROTRICOSIS
B420	ESPOROTRICOSIS PULMONAR (J99.8*)
B421	ESPOROTRICOSIS LINFOCUTANEA
B427	ESPOROTRICOSIS DISEMINADA
B428	OTRAS FORMAS DE ESPOROTRICOSIS
B429	"ESPOROTRICOSIS, NO ESPECIFICADA"
B43	CROMOMICOSIS Y ABSCESO FEOMICOTICO
B430	CROMOMICOSIS CUTANEA
B431	ABSCESO CEREBRAL FEOMICOTICO
B432	ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO
B438	OTRAS FORMAS DE CROMOMICOSIS
B439	"CROMOMICOSIS, NO ESPECIFICADA"
B44	ASPERGILOSIS
B440	ASPERGILOSIS PULMONAR INVASIVA
B441	OTRAS ASPERGILOSIS PULMONARES
B442	ASPERGILOSIS AMIGDALINA
B447	ASPERGILOSIS DISEMINADA
B448	OTRAS FORMAS DE ASPERGILOSIS
B449	"ASPERGILOSIS, NO ESPECIFICADA"
B45	CRIPTOCOCOSIS
B450	CRIPTOCOCOSIS PULMONAR
B451	CRIPTOCOSIS CEREBRAL
B452	CRIPTOCOCOSIS CUTANEA
B453	CRIPTOCOCOSIS OSEA
B457	CRIPTOCOCOSIS DISEMINADA
B458	OTRAS FORMAS DE CRIPTOCOCOSIS
B459	"CRIPTOCOCOSIS, NO ESPECIFICADA"
B46	CIGOMICOSIS
B460	MUCORMICOSIS PULMONAR
B461	MUCORMICOSIS RINOCEREBRAL
B462	MUCORMICOSIS GASTROINTESTINAL
B463	MUCORMICOSIS CUTANEA
B464	MUCORMICOSIS DISEMINADA
B465	"MUCORMICOSIS, SIN OTRA ESPECIFICACION"
B468	OTRAS CIGOMICOSIS
B469	"CIGOMICOSIS, NO ESPECIFICADA"
B47	MICETOMA
B470	EUMICETOMA
B471	ACTINOMICETOMA
B479	"MICETOMA, NO ESPECIFICADO"
B48	"OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE"
B480	LOBOMICOSIS
B481	RINOSPORIDIOSIS
B482	ALESQUERIASIS
B483	GEOTRICOSIS
B484	PENICILOSIS
B487	MICOSIS OPORTUNISTAS
B488	OTRAS MICOSIS ESPECIFICADAS
B49	"MICOSIS, NO ESPECIFICADA"
B49X	"MICOSIS, NO ESPECIFICADA"
B50	PALUDISMO >MALARIA! DEBIDO A PLASMODIUM FALCIPARUM
B500	PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508	OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509	"PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION"
B51	PALUDISMO >MALARIA! DEBIDO A PLASMODIUM VIVAX
B510	PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA
B518	PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519	"PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES"
B52	PALUDISMO >MALARIA! DEBIDO A PLASMODIUM MALARIAE
B520	PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B528	PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529	"PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES"
B53	OTRO PALUDISMO >MALARIA! CONFIRMADO PARASITOLOGICAMENTE
B530	PALUDISMO DEBIDO A PLASMODIUM OVALE
B531	PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS
B538	"OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA PARTE"
B54	PALUDISMO >MALARIA! NO ESPECIFICADO
B54X	PALUDISMO >MALARIA! NO ESPECIFICADO
B55	LEISHMANIASIS
B550	LEISHMANIASIS VISCERAL
B551	LEISHMANIASIS CUTANEA
B552	LEISHMANIASIS MUCOCUTANEA
B559	"LEISHMANIASIS, NO ESPECIFICADA"
B56	TRIPANOSOMIASIS AFRICANA
B560	TRIPANOSOMIASIS GAMBIENSE
B561	TRIPANOSOMIASIS RHODESIENSE
B569	"TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACION"
B57	ENFERMEDAD DE CHAGAS
B570	"ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON (I41.2*, I98.1*)"
B571	ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON
B572	"ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON (I41.2*, I98.1*)"
B573	ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO
B574	ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO
B575	ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS
B58	TOXOPLASMOSIS
B580	OCULOPATIA DEBIDA A TOXOPLASMA
B581	HEPATITIS DEBIDA A TOXOPLASMA (K77.0*)
B582	MENINGOENCEFALITIS DEBIDA A TOXOPLASMA (G05.2*)
B583	TOXOPLASMOSIS PULMONAR (J17.3*)
B588	TOXOPLASMOSIS CON OTRO ORGANO AFECTADO
B589	"TOXOPLASMOSIS, NO ESPECIFICADA"
B59	NEUMOCISTOSIS
B59X	NEUMOCISTOSIS
B60	"OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS, NO CLASIFICADAS EN  OTRA PARTE"
B600	BABESIOSIS
B601	ACANTAMEBIASIS
B602	NAEGLERIASIS
B608	OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZARIOS
B64	"ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA"
B64X	"ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA"
B65	ESQUISTOSOMIASIS >BILHARZIASIS!
B650	ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM>ESQUISTOSOMIASIS URINARIA!
B651	ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI >ESQUISTOSOMIASIS INTESTINAL!
B652	ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM
B653	DERMATITIS POR CERCARIAS
B658	OTRAS ESQUISTOSOMIASIS
B659	"ESQUISTOSOMIASIS, NO ESPECIFICADA"
B66	OTRAS INFECCIONES DEBIDA A TREMATODOS
B660	OPISTORQUIASIS
B661	CLONORQUIASIS
B662	DICROCOELIASIS
B663	FASCIOLIASIS
B664	PARAGONIMIASIS
B665	FASCIOLOPSIASIS
B668	OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS
B669	"INFECCION DEBIDA A TREMATODOS, NO ESPECIFICADA"
B67	EQUINOCOCOSIS
B670	"INFECCION DEL HIGADO, DEBIDA A ECHINOCOCCUS GRANULOSUS"
B671	"INFECCION DEL PULMON, DEBIDA A ECHINOCOCCUS GRANULOSUS"
B672	"INFECCION DE HUESO, DEBIDA A ECHINOCOCCUS GRANULOSUS"
B673	INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS
B674	"INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACION"
B675	INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B676	INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B677	"INFECCION DEBIDA ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACION"
B678	"EQUINOCOCOSIS DEL HIGADO, NO ESPECIFICADA"
B679	"EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA"
B68	TENIASIS
B680	TENIASIS DEBIDA A TAENIA SOLIUM
B681	INFECCION DEBIDA A TAENIA SAGINATA
B689	"TENIASIS, NO ESPECIFICADA"
B69	CISTICERCOSIS
B690	CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL
B691	CISTICERCOSIS DEL OJO
B698	CISTICERCOSIS DE OTROS SITIOS
B699	"CISTICERCOSIS, NO ESPECIFICADA"
B70	DIFILOBOTRIASIS Y ESPARGANOSIS
B700	DIFILOBOTRIASIS INTESTINAL
B701	ESPARGANOSIS
B71	OTRAS INFECCIONES DEBIDAS A CESTODOS
B710	HIMENOLEPIASIS
B711	DIPILIDIASIS
B718	OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS
B719	"INFECCION DEBIDA A CESTODOS, NO ESPECIFICADA"
B72	DRACONTIASIS
B72X	DRACONTIASIS
B73	ONCOCERCOSIS
B73X	ONCOCERCOSIS
B74	FILARIASIS
B740	FILARIASIS DEBIDA A WUCHERERIA BANCROFTI
B741	FILARIASIS DEBIDA A BRUGIA MALAYI
B742	FILARIASIS DEBIDA A BRUGIA TIMORI
B743	LOAIASIS
B744	MANSONELIASIS
B748	OTRAS FILARIASIS
B749	"FILARIASIS, NO ESPECIFICADA"
B75	TRIQUINOSIS
B75X	TRIQUINOSIS
B76	ANQUILOSTOMIASIS Y NECATORIASIS
B760	ANQUILOSTOMIASIS
B761	NECATORIASIS
B768	OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS
B769	"ENFERMEDAD DEBIDA A ANQUILOSTOMAS, NO ESPECIFICADA"
B77	ASCARIASIS
B770	ASCARIASIS CON COMPLICACIONES INTESTINALES
B778	ASCARIASIS CON OTRAS COMPLICACIONES
B779	"ASCARIASIS, NO ESPECIFICADA"
B78	ESTRONGILOIDIASIS
B780	ESTRONGILOIDIASIS INTESTINAL
B781	ESTRONGILOIDIASIS CUTANEA
B787	ESTRONGILOIDIASIS DISEMINADA
B789	"ESTRONGILOIDIASIS, NO ESPECIFICADA"
B79	TRICURIASIS
B79X	TRICURIASIS
B80	ENTEROBIASIS
B80X	ENTEROBIASIS
B81	"OTRAS HELMINTIASIS INTESTINALES, NO CLASIFICADAS EN OTRA PARTE"
B810	ANISAQUIASIS
B811	CAPILARIASIS INTESTINAL
B812	TRICOESTRONGILIASIS
B813	ANGIOESTRONGILIASIS INTESTINAL
B814	HELMINTIASIS INTESTINAL MIXTA
B818	OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS
B82	"PARASITOSIS INTESTINALES, SIN OTRA ESPECIFICACION"
B820	"HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACION"
B829	"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION"
B83	OTRAS HELMINTIASIS
B830	LARVA MIGRANS VISCERAL
B831	GNATOSTOMIASIS
B832	ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS
B833	SINGAMIASIS
B834	HIRUDINIASIS INTERNA
B838	OTRAS HELMINTIASIS ESPECIFICADAS
B839	"HELMINTIASIS, NO ESPECIFICADA"
B85	PEDICULOSIS Y PHTHIRIASIS
B850	PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS
B851	PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS
B852	"PEDICULOSIS, SIN OTRA ESPECIFICACION"
